	text	label
1107	beat shit tranny hooker nut call ft doesnt get back	1
1108	great way serving country	1
1109	original people america social status classification negro indian phenotype different social status classification	0
1110	year woman go completely crazy day	0
1111	absolutely haram absolutely halal	0
1112	good job	0
1113	hello youre looking	0
1114	year prison mean next girlfriend hasnt even born yet	1
1115	rise planet ape	1
1116	grumpy cat speak sweet mother hades hell	0
1117	get anything	0
1118	find someone taste meme	0
1119	one poor defenseless refugee hear shes smuggling pound pure heroin	1
1120	idc problem spreading knowledge feel way people spreading ignorance	0
1121	first act getting rid smell brought house	0
1122	best revenge leaving somebody completely tf alone	0
1123	maybe didnt considered car racing sport wed better situation	0
1124	swore wed never forget	0
1125	king landing hot right	0
1126	something amazing started happen last year tyrone got new job started building credit spending time kid	0
1127	loving parent	0
1128	antique farm equipment	1
1129	happens youre gay muslim country	0
1130	siri take home starting route jail	0
1131	halloween got like	0
1132	cute head tilt	0
1133	black people say native american	1
1134	one man trash another man treasure great quote shitty way tell kid theyre adopted	0
1135	nobody knew got knee	0
1136	dont like term rape prefer cuddle struggle	0
1137	mean dont pick eat	0
1138	im gay sjw like femboys im racist gamer daddy uwu	1
1139	white people love snitching much created yelp	0
1140	man offended he never hunting	0
1141	good guy police officer capturing young	0
1142	black hear kilometer per hour instead monkey per yard	1
1143	boy boy	0
1144	goat yoga becoming popular	0
1145	cant get pregnant practice abstinence	0
1146	blowjob buy one get one free	1
1147	look size new tv compared dish washer	0
1148	glad grew	0
1149	kanye west lost good men	0
1150	portrait psychopath	0
1151	allah watching	0
1152	islam religion peace behead mock islam	1
1153	hey	0
1154	whole squad roast jewish kid	1
1155	converted muslim would think	0
1156	islam religion peace dont agree kill	1
1157	pussy gave flower weird wan na get railed scummy biker	0
1158	even leave dog	0
1159	police officer take trash	0
1160	nothing value lost day	1
1161	first one judged second one offends nun dont randomly explode	1
1162	banging retarded girl wouldnt let cum mouth came window let nature take course	1
1163	here obama transgender agenda helped fish mentally ill friend list	1
1164	lgbt virus gay zombie noise	1
1165	dont see whats wrong stole wheelchair	0
1166	hey guy wan na buy magic	0
1167	feel hear name obama	0
1168	everyone want read constitution written cursive	0
1169	teacher year black community	0
1170	fuck outta go git	0
1171	part satan plan anti christ come	0
1172	realized know dont want bathroom wife	0
1173	laugh u crime rate	1
1174	steak black stole television	1
1175	talk like fag shit retarded	1
1176	let take trash impeach	0
1177	big bird specie mostly scavenger like turkey vulture would attack weakened prey	0
1178	best way get life keep smiling	0
1179	forgot fighting	0
1180	here painting handbook terrorist	1
1181	put muslim killing canadian absolutely tolerate canadian criticizing muslim	1
1182	look like cancer get aid	0
1183	get pulled know license suspended	0
1184	beep beep motherfucker	0
1185	amsterdam hamster dam	0
1186	happened damn ball	0
1187	like coffee like like slave extra dark	1
1188	small dick tell jewish girl suck cant	1
1189	think terrorist could infiltrate goverment	0
1190	lie people tell think normal think he human think deserve equal right	0
1191	hater say photoshop	0
1192	idea dont listen mine	0
1193	big beautiful	0
1194	last nativity play son invited take part	0
1195	first hebrew damn muslim get right	0
1196	black flag brings goat yard watch ill put bomb car like allahu akbar could teach lost arm	1
1197	youre rapist youre rapist mexican rapist	1
1198	democrat really cared election interference voter id law	0
1199	bitch shut ugly crack addict looking poor white trash as	1
1200	dont crime youll prison like	0
1201	eat meanwhile africa	1
1202	excuse maam maam take outside show sir	0
1203	mom say get like	0
1204	love one eat	0
1205	aight girl make look natural	0
1206	gay guy walk bar pick tranny	1
1207	got hair	0
1208	youre happy know go hell	0
1209	like lebanon terrorism destroy beautiful country	0
1210	everywhere eats africa dont	1
1211	dark humor like hitler people call wrong find completely justified	1
1212	breaking news nation islam member listen minister louis farrakhan speech united center chicago	1
1213	look say right fuck goat	1
1214	ankle compilaion stoned wife yesterday youre lonely	1
1215	handjob sold separately	0
1216	black kid start fighting school	1
1217	gestapo agent inspects group yugoslav executed nazi henchman	0
1218	good guy police officer actively participating community outreach	0
1219	america first come election	0
1220	recruiter added linkedin guess thing getting pretty serious	0
1221	strive real life picasso painting	0
1222	flag fly high proud	0
1223	yeah hear dont give fuck	0
1224	haha pig man peeing standing	0
1225	last time muslim invaded europe vlad stuck pole ass made fucking forest like vlad	1
1226	someone asks remove picture theyre offended	0
1227	life like box chocolate suck diabetes	0
1228	large big mac ice	0
1229	cannibalism	0
1230	plus equal dosent well fuck u	0
1231	didnt happen action one man happened people job	1
1232	healthcare muslim	0
1233	hey muslim eat	1
1234	last time im michelle obama	1
1235	auschwitz gas chamber	0
1236	job interview going well realized fucked acid middle cornfield naked talking scarecrow	0
1237	like woman like like chicken held captivity behead	1
1238	love woman go school like seeing monkey roller skate mean nothing adorable u	1
1239	wish handcuff story involved sex instead police officer	0
1240	dont need protect guy guy	0
1241	well kill trivial shit fucking mock dying word	1
1242	kg bomb v kg bomb	1
1243	mommy look indian man dont look ricky dont want influenced byohgodno rickyyy show bob vagene pls	1
1244	laughter best medicine	0
1245	keep asking lgbtq stand many letter remember	0
1246	alabama ban abortion alabama year	1
1247	oh cute guinea pig	0
1248	teach kid drag race theyll never able afford drug	0
1249	gallows pure evil traitor nobody escape nobody america sale go people sick bring back gallows never thought would lose	0
1250	like big girl matter grab feel like titty	0
1251	donald trump president he also barack obama hillary clinton president dont love	0
1252	time eat hungry	0
1253	im evolved monkey cartoon ball nasa told science bruh	1
1254	try evade school bell stampede	0
1255	dishwasher ready another load	0
1256	goal accomplish goal hould done promised planned	0
1257	world transgenderism homosexuality never exsisted	1
1258	ci girl	0
1259	nascar fan getting drunk metal parking lot earplug dumb head vest patch going circle trailer trash obsession gear raising hell aviator fast stuff hangover	0
1260	lamp post busy countryside street	1
1261	youd angry found goat cheating	1
1262	wheres jaw need	1
1263	racist mean dont want country turned pile rock goatshit ruled barbaric cult im racist	0
1264	like kid im going turn mouth daycare	0
1265	well kneel protect protest injustice	0
1266	love love love love	0
1267	sent much smoke red indian came make peace	1
1268	youre broke af still got ta buy christmas gift	0
1269	honey badger dont care	0
1270	omg he mad	0
1271	damn jew fancy stroller	1
1272	grow lol nevermind	0
1273	last year tyrone got new job started building credit spending time kid something amazing started happen	0
1274	extra thicc	0
1275	people prison registered democrat cant beat trump law abiding citizen enlist felon	0
1276	strength father daughter	0
1277	thats black people ya expect	0
1278	nothing post barely fucked goat sale	0
1279	year ago american class american trash	0
1280	border agent texas apprehend illegals span invasion republican trying keep border open	0
1281	run forrest run	1
1282	want virgin goat boy bicurious donkey	1
1283	wore wrong thawb	0
1284	little little little	1
1285	soon extinct	1
1286	guy friended unfriended time second anyone know	0
1287	wheres chex mix	0
1288	caught cat monkey today	0
1289	give man opportunity hell run	0
1290	thats level stupid ive seen long time	0
1291	two muslim walk bar boom boom	1
1292	youre play cant stop thinking gorilla dream last night	0
1293	cant run camp ground ran past tent	0
1294	thats liberal cry	0
1295	pakistani indian page	0
1296	dishwasher acting weird thats oven oh	0
1297	make moister oyster	0
1298	cholos like happy veteranos day ese	0
1299	someone get goddamn tranny mulcher	1
1300	million lampshade never	0
1301	destruction restoration	0
1302	whats difference hillary putin putin actually win election rig	0
1303	im proof even dumbest student one day lead democrat party	0
1304	girl wan na mermaid pant period perfect hair get lure men death well escalated quickly	0
1305	city seattle leaf poop sidewalk hosing racially insensitive	1
1306	may blind least im black	1
1307	fucking russian	0
1308	laugh havent even reached puberty yet	0
1309	carribbean woman	0
1310	heaven hate	0
1311	wan na show something comment think he gon na show goat fucker	1
1312	think tide pod good try cotton candy attic	0
1313	baby beauty mark	0
1314	feeling bored let go mosque	0
1315	white people like inside outside	0
1316	he probably thinking girl blind people know stop wiping as	1
1317	holocaust sad moment history	0
1318	life hard harder youre stupid	1
1319	classic anne frank photo	0
1320	sell idea heaven custom build armored vehicle avoid heaven long possible	0
1321	woman badly injured fight	0
1322	white people shot black people shot	0
1323	like nigger like like christmas ornament hanging tree	1
1324	go home snail drunk	0
1325	hollow coater	0
1326	love pudding pudding dick doesnt belong	0
1327	black man invention	0
1328	american teenage girl visiting child africa	0
1329	get drunk get drunk sex sex rapist victim	0
1330	remember mom dropped school got fine littering	0
1331	mistake come size	1
1332	criminal	0
1333	like well done please	0
1334	black people steal yo shit help look like last	1
1335	get hungry either think	0
1336	love come shape size	0
1337	mohammed aisha stop fucking donkey minute allah want talk	1
1338	greeting tranny time die	1
1339	youre shy everytime friend take selfies	0
1340	unarmed black men look cop	0
1341	white shit	0
1342	think people want wipe reminder slavery segregation white supremacy might consider getting rid democratic party	0
1343	one person feeling comment	0
1344	stop cry one finger	0
1345	blackpeoplemeetcom	1
1346	sense humor dark police want shoot gon na leave iaoh	1
1347	happy know clap hand	1
1348	everybody kung fu fighting	0
1349	next class project	0
1350	new dishwasher came today missing part though	0
1351	said couldnt come barbecue always burn hamburger	0
1352	domestic violence never tolerated	0
1353	havent stolen anything used snap benefit loud movie week	0
1354	peanutbutter jelly time	0
1355	sign say take quarter take two	1
1356	captive brought board slave ship west coast africa	0
1357	youre feeling horny asf habibi period let try goat	1
1358	becky lem me smash	0
1359	heck mean shirt service	0
1360	white trash right	0
1361	dad please respect right trans kid reall going beat as bloody pulp hear son mine going goddamn woman	1
1362	bet pillow dont pillowcase	0
1363	black life matter	0
1364	nazi fitness camp body transformation within hour	0
1365	go war china fifth time killed guy	0
1366	dog bad cat bad	0
1367	gene pool	0
1368	didnt stand national anthem one said word whiteprivilege	1
1369	hello everything need thought left smile back	0
1370	marital status relationsheep	0
1371	america reality dont let medium divide u	0
1372	white people throwing rice wedding wasting food	1
1373	joke time muslim walk bar	0
1374	look built sand fell vagina	0
1375	picture portaying slave arriving ship	0
1376	kid found vibrator parent room told muscle massager rubbed sore muscle time	0
1377	look neighbor yard see illegal immigrant mowing lawn	1
1378	loses hair chemo doesnt shave pussy	0
1379	asked weekend reply hear	0
1380	hitler mussolini sharing laugh	0
1381	dude want use restroom daughter liberal call bigot object	0
1382	find kill black bastard	1
1383	go black eye	0
1384	shot wrong gorilla	1
1385	get nail ready never know show	0
1386	nothing impossible	0
1387	enough nazi joke make führerious	0
1388	last time leave big foot alone	0
1389	woman wear want dont right ban burka basic democracy	1
1390	chased high paying job new york imagine ill rest country hold beer	0
1391	men want	0
1392	jealous shes pretty	0
1393	old time brutal	0
1394	fact ethiopian food rare local dont even eat ethiopian food	1
1395	used safe neighborhood diversity	0
1396	youre looking cute hell gym	0
1397	humanslave keep stealing poop tiny shovel	0
1398	welcome generation mental illness glorified	0
1399	like idiot storming capitol right instead youre drinking beer smoking weed shooting chinese firework see made slave	1
1400	tease husband public	0
1401	muslim woman wearing burka	0
1402	could u right fucking apocalypse got rescheduled	0
1403	dont know man wan na dance	0
1404	like everything else life he inherited trump inherited strong economy obama took credit	0
1405	tell cat bullying okay	0
1406	donald trump bitch stupid arrogant american	0
1407	manual trans automatic trans rebuilt trans	1
1408	communication important relationship	0
1409	youd angry found cancelled favorite show	0
1410	mother fucker serious hell going find truck load bitch	0
1411	history teacher million jew died wwii	1
1412	back home cheating	0
1413	russian investigation lead democrat	0
1414	baaaautiful	0
1415	arent people	1
1416	one night stand way many book fit	0
1417	shes still making noise didnt hit hard enough	1
1418	wig weave challenge	0
1419	chicken rubbery goodyear called asked recipe	0
1420	little boy kenya	0
1421	muslim zombie carry virulent disease transforms host mindless irrational violent creature	1
1422	gay hanging muslim world	0
1423	cop get first gun	0
1424	beautiful day thinkill skip med stir shit bit	0
1425	weve taken country fuck taking back	0
1426	donald trump wall cop muslim mexican dont mess wall	1
1427	clean burning jew tell ya hwat	1
1428	friend like talk favorite song	0
1429	find ringtone say amen longer silence phone church service	0
1430	person learned mueller report today bob mueller trey gowdy mueller sign report	0
1431	damn chewbacca ewoks friend	0
1432	arent bear two fat gay fuck pride	1
1433	open inbox lem me suck dick go profile tranny	1
1434	woman think men want men really want	0
1435	everyone welcomed country	0
1436	whatcha thinkin liberal cuck antifa getting ass kicked cry election loving islam goatshaggers butt sex cry cry stuff	1
1437	meet gender study student gender doubled since last time met	0
1438	person want use restroom gender liberal want compromise	0
1439	hoe like cant find good man	0
1440	said couldnt go fishing coz mind baby challenge accepted	0
1441	come home early catch son wife objectionable position favoutrite goat	1
1442	sunday family fun day	1
1443	man want come get	0
1444	black people became christian	0
1445	dr king famous dream speech	0
1446	like coffee like like woman kitchen belong	1
1447	got ta run away nigger	1
1448	im confident skin	0
1449	young boy picking cotton	0
1450	copy approaching suspect	0
1451	demand city made sanctuary city illegals trying send illegals sanctuary city	0
1452	wait mohammad come back didnt meah laugh really size doesnt matter lol	0
1453	road give fuck way	0
1454	master race	0
1455	say done ask hungry say issa wrap game	0
1456	enriching mind body also enriching heart	0
1457	end gun violence	0
1458	dad islam religion peace hell son liberal believe shit	1
1459	lose jewelry	0
1460	finally meet girl make bust head please may	0
1461	white person see black person arrested people safe	1
1462	glad growing	0
1463	favorite sex position challenger go hard second prematurley blow	0
1464	instruction come dont	0
1465	arab think look actually look	0
1466	black dick aint cutting anymore	1
1467	damn son whered find ok baby im vice lord know know im tranny right	1
1468	one coco puff left bowl	0
1469	keep arm like look like teapot	0
1470	cat getting raped tonight	0
1471	great making martini terrible stealing tambourine	1
1472	team win world cup	0
1473	riot baltimore	0
1474	want good time	0
1475	going make joke u got distracted	0
1476	boy ever played hot potato	1
1477	found wife cheating ya allah	1
1478	pakistani every indian page	0
1479	kill many want stupid government keep bringing u	1
1480	lord please protect bikers every day	0
1481	teacher tell best flammable material jewish kid teacher ok else	1
1482	best thing find person love exactly good mood bad mood ugly pretty handsome right person still gon na think sun shine as	0
1483	im beautiful	0
1484	fuck allah fuck muslim fuck islam dont like say fuck	1
1485	can not comment mother cow sacred country	1
1486	ask advice tell want get naked start revolution	0
1487	much alcohol end result	1
1488	excited little girl enjoying new wheelchair	0
1489	black protestor helping injured white man blm protest	0
1490	tranation contraption	0
1491	people mediocre minded cowardly conformist comfortable simple im one people	0
1492	farming simulator	0
1493	black chinese die peace chigga	1
1494	jamal practicing class sport	1
1495	yaaahhh africa	1
1496	indian rape tourist different country mr worldwide	1
1497	show intolerance others religion expect highest level tolerance	0
1498	paraplegic woman wheelchair coach	0
1499	ive stole stuff claimed god gave	0
1500	slipped fell black ice thought regular ice got wallet gone	1
1501	god creates woman human creates dishwasher god	0
1502	faceswap ching chong	1
1503	yes im trying divide country im dividing illegals actual citizen	0
1504	dress dinner muslim girlfriend parent house	1
1505	agree pauline stop islamic immigration australia share agree	1
1506	hurry hunt food feed starving child	0
1507	jew walked bar kidding gas chamber	1
1508	redneck word day obama bought case beer drank obama self	0
1509	drink drive get busted	0
1510	first time got high backseat older brother car must good shit child	0
1511	yalls quiet massa making thing great	1
1512	japanese citizen watch nuke drop august colorized	0
1513	leader north korea meeting	0
1514	dishwasher sale missing part	0
1515	saw fat girl guess shirt approached said lb	1
1516	said lil bad as hate tendies front	1
1517	anne frank hid nazi year	0
1518	birthday old become	0
1519	hate woman much im even joking bro	1
1520	banned islamic country shouldnt banned western country	1
1521	nahir born germany nahir german fluffy born america fluffy american	0
1522	im really sorry youre feeling well today im still gon na need sandwich	0
1523	like	0
1524	say dont cum know shell make great single mother	1
1525	tell let figure	0
1526	goat tell aint pill	0
1527	vince foster going tesitfy suddenly kill	0
1528	help refugee	0
1529	youre discussing serious libertarian issue trump supporter pop agree	0
1530	mandatory vaccination exemption nazi problem	0
1531	oh look men	1
1532	hear girlfriend pregnant	0
1533	time kill motherfucker	0
1534	never forget killed front child pregnant wife	0
1535	make america great	0
1536	conjoined isnt easy	0
1537	ah young blow quickly	1
1538	see girlfriend time day anything youre breathtaking	0
1539	smoke pours wtc	0
1540	warning please handle large firework care	0
1541	doesnt aldis brand nut called aldis nut	0
1542	arent people	0
1543	muslim defund homeland security muslim congress	1
1544	find there opening role chewbacca	0
1545	gmc short give cock	0
1546	kill many want stupid government keep bringing u	1
1547	youre entitled nothing want earn	0
1548	wheres jaw need	0
1549	dont cry smile happened dr seuss	0
1550	black favorite color	1
1551	head diaper required shit brain	0
1552	duty call new zealand	0
1553	let america turn another nation islam	1
1554	city worker repair statue cover black sheet	0
1555	share thought fuck anjem choudary want removed say insult islam	1
1556	orange jew concentrated	1
1557	six year kid want architecht grow cancer im end man whole career	1
1558	face make dont understand stop resisting mean	0
1559	im gon sit mind business	0
1560	halal meat youre looking	0
1561	cocaine evilheart much cocaine fucking told	0
1562	test positive rh blood type mean monkey blood result born tail animal trait	1
1563	watch ill put bomb car	0
1564	like turn	0
1565	youre telling black people stole nword white people typical	1
1566	go black deserve	0
1567	designed maximum concentration	1
1568	saw ad tv called number screen get one seem work much better sticky strip hang ceiling	1
1569	autistic son find chicken dinner	1
1570	dont forget guy may buy wife new gun month	0
1571	digging something hard guess necrophilia isnt everyone	0
1572	musslamic democrat ilhan omar threatened member congress shes told several republican shell send shawarma give taste culture share say arrest	0
1573	youre sad alone valentine day remember nobody love day year either	0
1574	kid hasnt returned yeah make sense	0
1575	long day politcal correctioness kid allowed play livestock management technician indigenous people	0
1576	isps pushing get rid net neutrality protection law oh fuck put back	0
1577	lmao laugh as	0
1578	muslim beat wife domestic violence child abuse	1
1579	new zealand dozen dead mass shooting usa first time	1
1580	dont like veggie put shake instead	0
1581	nurse yes sir mashed potato today alzheimers patient dont remember asking god damn thing	1
1582	chris rock get netflix special february	0
1583	white kid youve nice pass book table wrote youre cool run school give signal	1
1584	bert look horror hears cookie monster ernie start masturbate autism documentary watching	1
1585	oh look someone returning broken sandwich maker walmart	0
1586	pick date got hairbands wrist	0
1587	hurry lady he still luke warm	0
1588	known hebrew israelite slavery	0
1589	wax whack	0
1590	get arrested cop say right remain silent youre happy finally right	0
1591	archeologist stone room	0
1592	dont see ex future motherinlaw anymore	0
1593	kinder egg black outside white inside black inside black would steal toy	1
1594	gangster gettig shot	0
1595	sitting work thinking im going eat lunch	0
1596	youre goat	0
1597	back fing white male sex strike	0
1598	trashy nation	0
1599	flavor choose salty	0
1600	special need girl big tit left unattended	1
1601	white people like hunting sport	0
1602	everyone afraid dark	1
1603	asian	0
1604	weve reviewed report group jew burned alive found doesnt violate facebooks term service	1
1605	loses new job district think deserves pay raise	0
1606	yesterday told wife soup tasted like crap today much better	1
1607	musslamic democrat ilhan omar threatened member congress shes told several republican shell send shawarma give taste culture share say arrest	0
1608	kind punch take kid adult sandy hook	1
1609	im going prison arent	0
1610	doctor take medicine food african kid	1
1611	instinct take	1
1612	said would never forget voting governement	0
1613	people ask favorite golden girl	0
1614	look shooting target	0
1615	wrong wear helmet	0
1616	go shorty hit birth weight	0
1617	oh got offended post internet must new	0
1618	prostitute tranny cut dick improvise adapt overcome	1
1619	god forgive matter youve done sweet	1
1620	look way cross street	0
1621	ur young know concept racism ur happy cause u got new pet	0
1622	ever hear something stupid give forest whitaker eye	1
1623	kenyan like sheep leading hague like chewing gum climbing downstairs easy come baby come let chew gum together	1
1624	fast sandwich maker	1
1625	people something	0
1626	youre trying listen teacher school foreign exchange student keep cry	0
1627	terrible action began one man terrible job mankind	0
1628	honor killing part culture well honor kill	1
1629	bernie couldnt excited first day police officer outright refused accept paycheck insisting able legally shoot black child payment enough	1
1630	im sure people lived bible white there way black people would kill someone turned water wine	1
1631	youre killer purpose life skull fuck enemy submission let go act normal	0
1632	said want ring said bitch take phone silent	0
1633	said glass juice	1
1634	actually post wasnt shoe fit feel free lace bitch wear	0
1635	inherited mess donald trump inherited fortune elected mess	0
1636	cracker as cracker kiss as cracker as cracker	1
1637	doesnt food water electricity proud nuclear weapon	1
1638	dark humor like hitler people call wrong find completely justified	1
1639	gon na make muslim joke always blow face got ta careful	1
1640	still think im muslim still think im chick	1
1641	problem solution	0
1642	try acid first time	0
1643	lipstick smudge eating hamburger	0
1644	going make anal sex joke butt fuck	0
1645	baby auschwitz look like	0
1646	cant compare love bacon anything bacon standard compare else	0
1647	take one step time crawl learn walk	0
1648	one time joe biden kept hand	0
1649	live society lecture u moral biology	0
1650	longer pc call someone tweeker must referred methican american	1
1651	want know treated illustration man four slave chained together	0
1652	shoot boy aint racist ive got four black tire color tv	1
1653	farmville deluxe	0
1654	people still talking epstein pedo ring mass shooting week youre going need bigger	0
1655	manditory vaccination exemption nazi problem	0
1656	people spreading rumor youre unbothered	0
1657	kid husband job living american dream	0
1658	brings home first girlfriend	0
1659	white people asian look also white people	1
1660	pick jewish chick	0
1661	white house difference point make	0
1662	wiener pit kinda like mouth	0
1663	ahmed mohamed reminds u set bomb hour ahead weekend	1
1664	nothing beat cut coffee morning	0
1665	hansel gretel scary childrens story	0
1666	fake hair fake eyebrow fake eyelash lot makeup youre tranny	1
1667	someone drop penny	0
1668	beat red light	0
1669	dont need parachute go skydiving twice need parachute go skydiving twice	0
1670	barbed wire fence hall cost victim let eat let eat	1
1671	dont always go black people garage sale get stuff back	1
1672	never related something much pro ductivity crastinate	0
1673	listen rap music youre offended baby cold outside	0
1674	remember folk please help control violent whitetrash idiot population trump supporter spayed neutered	1
1675	well new york fire nation attacked	0
1676	whit people dont get shot cop skin color im sorry sort whitejoke im black understand	1
1677	maybe werent consistent source crime wed treated better	1
1678	please tag laura let know left bra	0
1679	day numbered cant count	1
1680	order black man live negro got die death negro	1
1681	claim free maga hat great news iq test came back negative	0
1682	girl bulimic like gagging sound call fatty beat meat shower	1
1683	here obama transgender agenda helped fish mentally ill friend list	1
1684	zakk wylde zakk calm	0
1685	long mot vw dave emission	0
1686	white people already paid reparation	1
1687	rep omar somali refugee claim life usa everyday assault right mind	0
1688	get cute new haircut pitcure day	0
1689	black guy	0
1690	mama killed man	0
1691	thank everything	0
1692	malcolm x military kill	0
1693	time barack hussein obama muslim year	0
1694	like rice crispy please	0
1695	im going last goat fucker dead gone	1
1696	see waitress ill order sloooowly obviously dont listen	0
1697	toshiba lost friend beach	0
1698	whoever photoshopped huge jerk	0
1699	cant jew let u slaughter nakba	1
1700	picture great great great grand grandfather tractor dont make like used	1
1701	let hope one day landfill dont look like anymore	0
1702	letter cool	0
1703	letter mental disorder	1
1704	mexican sub culture california	0
1705	get hell	0
1706	han forget ze flammenwerfer get gustav	0
1707	love god help change diaper baby crap leaking	0
1708	first take moment realize fuck talking	0
1709	rock paper scissors throat punch	0
1710	hi im nate im lesbian recovery	0
1711	human say good girl already know	0
1712	must way victimizes	0
1713	real man load dishwasher every night	1
1714	race cant homicide	1
1715	weeeeeee back border go	0
1716	nevermind ill wait	0
1717	remove polish chemical one bat eye remove polish chemical everyone loses shit	1
1718	child protective service take away childrenfrom parent dont vaccinate theyre perfectly fine	0
1719	da look dog gave mina fucked tranny together	1
1720	sure shes cute car still dirty	0
1721	im black kid face	0
1722	dont park close truck boy	0
1723	youre special kinda nut arent	0
1724	look youre black celebrate july	0
1725	cant pay child support person	0
1726	remember leftover fride realize someone ate got home	0
1727	gay way home pride week	1
1728	year ago slave would used farming	0
1729	smile birthday	0
1730	smh kid day rely much technology	0
1731	looking forward night	0
1732	puzzle level expert	0
1733	two gay black men get married adopt baby father supposed abandon family	1
1734	dont know deal black people guess ill take shot	1
1735	asked see thing point view looked kitchen window	0
1736	one piece shit wont flush	1
1737	cant victim school shooting youre school shooter	1
1738	god love child	0
1739	see cat let get lunch	1
1740	care truck care well truck blow gasket dude	0
1741	proof dont fly plane building destroy nation	0
1742	islam love ariana grande yeah youre goat	1
1743	weve peace japan since time make peace islam	0
1744	virgin sheep running horny muslim	1
1745	youre constantly referring skin color people skin color maybe youre racist	0
1746	little one brings home first girlfriend	1
1747	black people criminal	0
1748	israeli knock teeth yr old girl	1
1749	think im cute aww get otter	0
1750	one like black people	1
1751	call retarded jew auschwistic	1
1752	conjoined twin abby brittany	0
1753	one touch heal everything dont touch u disability	1
1754	white people leave house like	1
1755	privledge carry anything	0
1756	bet god one u didnt even raise son	1
1757	world call love god call abomination	1
1758	pork dripping rub way keep child safe rotherham	0
1759	aint allah back girl	1
1760	many nail lesbian coffin none tongue groove	1
1761	told transgender actually mental illness called delusional psychosis	1
1762	saw cotton picker thought would field black people	1
1763	hitler homicide commited genocide	0
1764	boy start suckin cock anyways accidently pick tranny hooker	1
1765	muslim terrori terrorist muslim	1
1766	islam religion peace stop criticizing religion	0
1767	magic makeup astonishing	0
1768	bitch please im native american	0
1769	talking ape	1
1770	know princess diana dandruff oh yes yes found head shoulder dashboard	0
1771	israel israel mak ko hijau mother terrorism	1
1772	handjobs sold separately	1
1773	head teacher given power ban burqa british school share want full ban britain	1
1774	aaaaaaaaaaaaaah dick stuck drawer	0
1775	hardest part breaking japanese girlfriend drop bomb twice get	1
1776	white family river	0
1777	breaking news people dont believe bullshit anymore	0
1778	arrest george soros crime europe	0
1779	forgot put time sitting whole day	0
1780	head diaper required shit brain	1
1781	still suck dick faggot	1
1782	bull shit evolved form ape man	1
1783	yes know trump said mexico pay wall mexican wall boy good	1
1784	trump starting wwiii turn gun go snort rubber maggot	0
1785	market day	0
1786	dad go suicide bombing fuck sister turn mother	1
1787	rudolf hess edited mein kampf adolf hitler make first grammar nazi	0
1788	weree blow stupid british people e letting u country	1
1789	there joke somewhere indian socialist smeller mistress homosexual terrorist lover walk bar	1
1790	dont like thick girl fuck wrong	0
1791	difference moderate muslim radical muslim follow allah kill moderate muslim follow allah kill radical muslim	1
1792	chinese food show completely uncooked	0
1793	broken dishwasher sale rent	0
1794	king kong	0
1795	blind never stopped ray charles achieving dream	0
1796	aunt gon na make white devil pay grandmother owning slave	1
1797	bitch please go back england	1
1798	homosexuality genetic get passed	1
1799	fake fit cant life hard muchreal shit	0
1800	single black mother multiple child different men created modern day ghetto	1
1801	simple grammar question leeroy cames end sentence parole	0
1802	muslim congress muslim	1
1803	pelosi warns future democratic president could declare national emergency ban gun seem recall previous government tried shot	0
1804	nice try woman go back kitchen	1
1805	didnt hear question answer white people racist	1
1806	maga bois see trump coming suppressor supposed chosen one	0
1807	muslim guy heaven	0
1808	boy killing innocent people bomb blast	0
1809	promise promise promise deliver	0
1810	ever notice christian horrible driver	1
1811	allowed kid made choice bitch live	1
1812	wea yo top lip doe missing like yo dad	0
1813	putting load dishwasher	0
1814	dear diary today op faggot	1
1815	transgender shit getting outta hand	1
1816	put brake fluid meth stop whenever want	0
1817	transgender gay doesnt get attention rightfully deserve	1
1818	kill elect u congress stupid infidel	1
1819	virgo youre white trash quite frankly	1
1820	sense humor dark people worried	0
1821	parent lie child celebrate thanks giving christmas easter holloween nerve tell child dont ever lie	0
1822	idea im life	0
1823	today order handle strong black woman need leash bitch feminist black feminist	1
1824	expensive gas bill nazi coming	1
1825	love god change diaper head crap leaking	1
1826	think crakkka today different crakka year ago youre damn fool	0
1827	treat way treat vacuum cleaner stop sucking change bag	1
1828	irony meter exploded	1
1829	mississippi wind chime	0
1830	indictment nothing thanks white privilege	1
1831	ci girl	0
1832	toaster fire	1
1833	man getting arrested la pd	0
1834	cant afford new dishwasher hit rusty one make work	0
1835	josh prevent wildfire dammit josh one job	0
1836	grandma see first time whole week he fucking big meirl	0
1837	black life really mattered theyd stop shooting eat	1
1838	youre dating somebody ex somebody dating youre ex ex getting somebody ex life xmen	0
1839	never know crazy truly give good dick	0
1840	anyone paying attention know biggest threat innocent person life america police like agree	0
1841	well judge made remember first said kenyan	0
1842	last year tyrone got new job started building credit spending time kid something amazing started happen	1
1843	voice change history better orworse	0
1844	anne frankly dont care	1
1845	money evil give u	1
1846	wasnt fault truck tranny issue	0
1847	loses hair chemo doesnt shave pussy	1
1848	beat dre beat tyrone	0
1849	kill kill	0
1850	nein shit given	0
1851	meanwhile isi strip club	0
1852	mr president epstein still alive	0
1853	chevy guy go muddin ford guy go muddin	0
1854	step ladder never knew real ladder	0
1855	name todd retodd	1
1856	cover wife head toe sexual thought satanic blow someone promised virgin fck	1
1857	im going real honest washed motherfucker coming	0
1858	kill white man ooo wwe fan	1
1859	youre immigration splendid leave	0
